,road_1,road_2,road_3,road_4,road_5,road_6,road_7,road_8,road_9,road_10,road_11,road_12,road_13,road_14,road_15,road_16,road_17,road_18
2022-08-02 05:49:00,19,14,124,38,76,144,152,43,28,39,68,33,27,35,98,48,27,28
2022-08-02 05:50:00,45,17,144,37,83,134,155,35,57,41,39,50,46,39,48,21,20,41
2022-08-02 05:51:00,42,13,153,54,103,128,132,55,62,45,117,106,74,80,38,67,55,16
2022-08-02 05:52:00,36,20,133,49,95,143,184,65,21,97,127,156,56,43,26,34,35,17
2022-08-02 05:53:00,55,16,158,48,90,134,142,55,53,27,36,41,28,21,50,33,26,160
2022-08-02 05:54:00,38,16,153,66,108,123,131,38,32,37,35,39,32,40,90,25,32,48
2022-08-02 05:55:00,48,17,142,24,81,140,162,55,81,91,37,41,95,59,34,69,25,68
2022-08-02 05:56:00,31,19,138,43,83,141,146,39,40,59,32,80,117,70,102,43,58,42
2022-08-02 05:57:00,39,22,151,21,93,136,152,34,79,40,16,38,88,92,27,68,17,84
2022-08-02 05:58:00,44,14,135,35,92,135,150,44,48,44,24,103,37,42,106,95,19,28
2022-08-02 05:59:00,35,18,159,36,96,146,178,47,61,35,36,41,36,85,51,62,67,27
2022-08-02 06:00:00,19,16,145,44,116,141,128,51,34,59,37,45,48,41,101,56,60,32
2022-08-02 06:01:00,29,12,150,27,80,131,139,46,30,101,67,32,42,98,54,28,36,66
2022-08-02 06:02:00,20,19,126,26,84,106,140,63,21,39,26,34,55,50,55,50,90,96
2022-08-02 06:03:00,24,13,125,20,94,135,140,48,12,52,46,59,35,105,78,37,39,51
2022-08-02 06:04:00,22,12,138,25,95,128,149,69,39,50,57,48,29,49,54,55,26,113
2022-08-02 06:05:00,23,21,136,38,94,135,135,48,45,42,111,95,52,51,31,73,73,36
2022-08-02 06:06:00,24,16,150,25,85,128,166,62,89,25,34,95,19,124,54,26,20,27
2022-08-02 06:07:00,23,16,136,34,97,143,142,64,35,38,22,162,49,132,30,55,22,36
2022-08-02 06:08:00,18,15,156,31,112,140,150,49,47,96,28,29,127,155,71,16,57,102
2022-08-02 06:09:00,22,12,135,34,95,136,136,57,41,18,38,31,36,43,50,98,24,90
2022-08-02 06:10:00,18,10,139,30,75,136,151,64,26,21,40,26,99,69,59,36,14,24
2022-08-02 06:11:00,13,13,134,26,95,143,150,67,94,42,36,55,45,51,59,71,27,72
2022-08-02 06:12:00,16,15,157,31,91,134,164,75,61,35,99,62,97,120,42,42,36,92
2022-08-02 06:13:00,28,16,162,45,106,147,161,74,65,54,41,137,94,51,63,34,62,51
2022-08-02 06:14:00,23,10,154,41,116,153,147,63,21,35,56,93,75,12,128,16,22,31
2022-08-02 06:15:00,22,23,161,25,103,124,136,47,35,38,70,45,32,156,33,43,30,54
2022-08-02 06:16:00,17,12,127,33,75,129,148,61,29,56,25,60,54,45,50,21,68,39
2022-08-02 06:17:00,18,9,120,23,81,129,163,64,34,70,48,107,115,65,103,46,27,41
2022-08-02 06:18:00,22,13,132,42,93,136,135,57,36,43,86,67,53,139,28,48,66,211
2022-08-02 06:19:00,24,15,137,24,92,106,137,53,27,122,50,98,21,48,22,34,23,72
2022-08-02 06:20:00,14,20,150,24,87,126,119,54,48,57,31,28,94,28,35,33,51,67
2022-08-02 06:21:00,23,13,125,18,66,146,155,64,42,42,34,118,54,56,114,34,40,44
2022-08-02 06:22:00,18,16,156,45,103,133,174,66,85,97,54,50,64,53,73,32,65,182
2022-08-02 06:23:00,20,22,137,30,109,136,135,47,74,143,25,46,42,83,62,88,18,53
2022-08-02 06:24:00,23,21,156,27,82,115,140,54,14,78,44,35,39,48,54,88,31,90
2022-08-02 06:25:00,10,12,123,27,112,69,134,68,28,65,98,57,43,23,30,44,57,23
2022-08-02 06:26:00,21,25,138,22,80,74,169,81,34,84,44,36,70,24,26,91,89,80
2022-08-02 06:27:00,21,18,149,38,113,71,153,54,92,22,75,34,66,49,61,45,37,83
2022-08-02 06:28:00,16,20,143,24,96,73,171,61,38,40,40,56,34,50,35,32,29,41
2022-08-02 06:29:00,23,31,146,39,117,66,170,79,43,30,74,158,28,41,20,27,30,34
2022-08-02 06:30:00,19,10,175,41,99,72,165,65,31,62,28,126,24,100,47,24,85,86
2022-08-02 06:31:00,19,14,148,38,115,75,148,64,47,34,36,66,73,80,67,23,41,134
2022-08-02 06:32:00,20,18,163,38,112,71,156,64,102,54,70,44,133,96,80,12,26,38
2022-08-02 06:33:00,21,17,160,35,101,74,166,54,23,61,23,30,78,100,50,25,79,27
2022-08-02 06:34:00,12,15,145,32,108,61,148,51,28,16,21,36,66,117,53,37,23,26
2022-08-02 06:35:00,17,28,144,22,100,72,149,57,14,31,23,35,141,84,43,103,26,39
2022-08-02 06:36:00,14,14,148,39,107,52,179,66,54,53,57,21,46,91,53,53,54,197
2022-08-02 06:37:00,19,20,142,22,106,97,138,42,25,97,48,39,48,26,96,14,33,45
2022-08-02 06:38:00,11,16,159,44,104,81,178,52,63,42,11,67,32,98,70,21,26,29
2022-08-02 06:39:00,13,24,154,44,105,75,70,56,28,17,43,45,17,22,37,84,34,30
2022-08-02 06:40:00,14,16,156,23,107,69,67,69,31,26,67,22,23,141,66,25,40,63
2022-08-02 06:41:00,24,20,152,35,113,73,63,74,23,44,89,64,103,28,63,32,68,26
2022-08-02 06:42:00,23,20,162,31,117,90,76,64,37,82,43,94,67,51,146,172,75,79
2022-08-02 06:43:00,26,12,164,32,115,78,53,70,67,55,36,37,83,86,88,65,26,23
2022-08-02 06:44:00,18,9,166,42,123,72,49,44,53,19,43,60,149,61,42,69,45,19
2022-08-02 06:45:00,17,17,158,29,89,51,51,57,65,51,29,114,44,36,35,30,44,41
2022-08-02 06:46:00,19,19,136,27,100,75,62,67,24,17,13,46,69,33,51,54,16,148
2022-08-02 06:47:00,14,10,162,33,88,71,54,64,60,21,39,63,35,40,63,49,29,143
2022-08-02 06:48:00,15,21,161,37,107,63,45,68,39,106,73,31,26,35,59,27,53,39
2022-08-02 06:49:00,19,6,138,32,96,76,62,81,73,73,45,43,44,44,38,22,53,31
2022-08-02 06:50:00,13,4,165,31,125,86,64,83,73,70,34,39,89,78,74,86,62,38
2022-08-02 06:51:00,14,18,181,41,122,90,63,75,67,122,43,21,61,30,71,23,40,46
2022-08-02 06:52:00,20,25,153,56,119,70,68,45,76,50,48,12,104,21,95,22,67,61
2022-08-02 06:53:00,26,25,163,117,107,76,50,76,45,56,70,54,56,29,43,49,61,121
2022-08-02 06:54:00,10,24,169,33,126,85,54,55,60,17,31,75,90,48,44,64,45,67
2022-08-02 06:55:00,9,8,176,50,138,72,50,65,33,67,19,107,97,20,73,37,54,109
2022-08-02 06:56:00,14,8,167,107,94,94,81,92,39,44,114,90,106,15,59,51,24,49
2022-08-02 06:57:00,13,15,160,72,134,112,77,79,21,39,108,113,34,33,38,43,23,34
2022-08-02 06:58:00,30,18,190,46,144,107,56,80,61,77,42,42,111,48,28,30,67,83
2022-08-02 06:59:00,12,21,190,60,133,93,57,59,90,71,54,140,60,68,31,56,87,47
2022-08-02 07:00:00,13,9,171,19,140,61,61,81,26,119,16,76,49,51,64,32,25,36
2022-08-02 07:01:00,11,17,169,43,106,82,59,85,32,112,31,54,96,35,64,89,45,65
2022-08-02 07:02:00,16,8,165,44,134,95,66,81,50,46,20,105,56,29,117,63,63,31
2022-08-02 07:03:00,12,17,167,47,129,98,37,85,47,47,27,101,33,25,33,58,46,120
2022-08-02 07:04:00,11,16,156,44,141,91,41,69,28,28,46,55,48,32,50,23,28,39
2022-08-02 07:05:00,22,23,118,97,125,90,40,42,72,25,31,111,35,52,169,31,55,58
2022-08-02 07:06:00,13,16,83,84,117,79,46,41,82,56,61,69,31,90,39,28,77,54
2022-08-02 07:07:00,15,25,71,73,119,70,65,56,50,29,32,71,102,57,28,60,79,30
2022-08-02 07:08:00,24,39,69,76,104,101,31,34,35,25,51,31,57,75,52,22,9,32
2022-08-02 07:09:00,27,90,77,65,102,81,51,19,29,32,65,47,29,29,43,70,70,32
2022-08-02 07:10:00,42,71,164,98,87,111,65,24,59,107,40,44,45,43,59,37,55,42
2022-08-02 07:11:00,33,71,201,84,122,129,59,29,65,117,35,28,85,64,67,16,46,51
2022-08-02 07:12:00,35,99,168,59,69,61,62,46,111,95,107,24,63,23,41,31,81,48
2022-08-02 07:13:00,44,65,170,81,45,21,30,61,89,27,24,26,102,26,34,48,52,65
2022-08-02 07:14:00,24,48,122,118,87,19,10,39,49,75,18,52,21,37,74,25,15,52
2022-08-02 07:15:00,28,45,35,109,82,20,19,29,64,140,47,29,58,70,32,44,24,147
2022-08-02 07:16:00,34,53,15,134,87,17,18,56,80,24,81,40,28,16,19,20,13,59
2022-08-02 07:17:00,29,43,20,122,76,13,18,53,16,54,121,66,21,15,43,66,21,24
2022-08-02 07:18:00,33,58,28,143,80,14,28,49,35,51,42,102,31,18,32,19,69,43
2022-08-02 07:19:00,39,60,25,154,85,23,34,48,35,103,21,50,52,47,97,51,31,217
2022-08-02 07:20:00,38,58,24,132,74,18,53,54,23,43,29,54,158,20,40,82,23,96
2022-08-02 07:21:00,30,48,85,144,84,22,54,51,76,40,118,50,63,27,43,75,44,81
2022-08-02 07:22:00,25,65,132,182,71,30,46,34,34,59,50,61,21,139,51,53,40,42
2022-08-02 07:23:00,16,61,115,175,90,37,51,38,32,102,28,33,28,64,145,20,70,49
2022-08-02 07:24:00,26,38,110,174,40,22,43,41,34,33,32,28,61,33,45,23,27,64
2022-08-02 07:25:00,26,41,111,114,83,32,66,24,15,31,43,118,79,45,34,82,83,60
2022-08-02 07:26:00,30,43,92,33,36,33,53,38,67,138,50,52,140,55,85,45,34,71
2022-08-02 07:27:00,54,36,97,34,51,32,54,47,40,46,69,29,80,46,88,80,32,45
2022-08-02 07:28:00,67,17,87,43,68,27,39,40,22,54,71,36,52,84,44,82,92,42
2022-08-02 07:29:00,45,44,92,60,66,40,55,44,70,130,48,107,76,80,37,32,59,19
2022-08-02 07:30:00,56,64,71,52,99,66,46,44,48,42,89,19,135,52,24,21,25,12
2022-08-02 07:31:00,17,53,58,40,96,67,55,47,46,25,92,92,52,57,69,129,33,32
2022-08-02 07:32:00,32,55,76,81,83,72,48,66,41,45,26,50,45,48,30,31,40,29
2022-08-02 07:33:00,24,49,86,62,107,65,65,54,37,28,38,32,135,51,76,104,47,39
2022-08-02 07:34:00,21,44,83,67,94,95,53,53,78,79,71,45,47,47,64,45,17,60
2022-08-02 07:35:00,27,51,54,49,113,86,64,48,24,41,43,90,111,59,94,23,44,44
2022-08-02 07:36:00,43,40,47,62,139,83,56,57,26,51,51,49,60,13,70,55,38,80
2022-08-02 07:37:00,22,46,34,34,140,73,54,72,26,37,63,79,78,18,46,18,78,66
2022-08-02 07:38:00,22,51,53,54,117,74,47,59,19,29,54,94,93,29,65,14,27,123
2022-08-02 07:39:00,60,80,41,52,100,68,62,98,27,80,40,46,73,75,31,24,18,55
2022-08-02 07:40:00,70,90,56,52,120,87,48,82,53,35,33,44,65,69,59,25,54,49
2022-08-02 07:41:00,52,92,48,69,112,74,47,84,29,23,71,166,156,28,61,45,38,102
2022-08-02 07:42:00,58,91,45,31,135,74,60,72,54,40,22,192,53,24,51,11,54,50
2022-08-02 07:43:00,45,86,33,25,122,100,56,86,17,111,47,59,73,70,36,16,20,82
2022-08-02 07:44:00,45,82,32,19,125,78,64,73,18,71,39,56,32,83,60,49,35,136
2022-08-02 07:45:00,28,91,34,23,122,62,51,71,38,85,42,50,81,48,38,42,67,32
2022-08-02 07:46:00,43,81,30,23,117,83,67,79,64,100,149,44,30,31,19,60,13,116
2022-08-02 07:47:00,48,82,41,45,132,73,57,83,50,34,28,90,20,54,16,23,35,84
2022-08-02 07:48:00,55,99,52,46,142,73,50,60,43,29,59,45,22,79,13,31,102,120
2022-08-02 07:49:00,34,93,34,58,131,76,54,71,50,28,77,45,50,85,36,36,58,47
2022-08-02 07:50:00,52,87,36,38,128,65,63,88,40,75,97,68,111,33,20,64,17,47
2022-08-02 07:51:00,59,96,43,30,126,85,65,83,28,214,170,55,33,38,22,42,10,86
2022-08-02 07:52:00,68,87,71,42,126,85,65,77,26,55,89,113,31,47,28,69,27,96
2022-08-02 07:53:00,54,87,81,54,119,92,66,80,30,30,49,32,69,17,48,60,124,57
2022-08-02 07:54:00,68,89,115,73,144,79,51,72,15,19,26,52,31,25,33,22,20,26
2022-08-02 07:55:00,56,88,102,117,116,81,54,73,23,37,29,113,36,42,52,52,55,17
2022-08-02 07:56:00,47,92,119,39,127,76,57,75,46,111,44,59,76,49,63,48,34,18
2022-08-02 07:57:00,25,109,90,47,104,97,66,65,17,58,27,28,68,113,47,90,60,131
2022-08-02 07:58:00,37,101,111,39,130,97,78,73,45,25,35,32,56,63,51,41,28,37
2022-08-02 07:59:00,47,106,132,51,112,93,70,41,79,37,93,70,43,14,32,59,44,46
2022-08-02 08:00:00,26,109,88,34,127,77,181,46,33,125,68,84,83,40,126,40,48,24
2022-08-02 08:01:00,32,98,113,75,125,76,134,80,14,29,126,33,65,40,101,47,38,31
2022-08-02 08:02:00,32,94,74,26,118,107,148,76,29,27,81,32,39,135,67,50,32,26
2022-08-02 08:03:00,12,108,105,41,147,113,110,93,14,29,106,68,13,33,189,32,21,57
2022-08-02 08:04:00,20,104,110,47,146,127,86,110,41,88,47,94,44,34,49,19,20,52
2022-08-02 08:05:00,25,99,105,35,122,128,72,90,26,20,30,89,156,72,27,34,28,80
2022-08-02 08:06:00,35,95,96,74,135,110,120,83,20,36,20,50,107,49,113,84,35,130
2022-08-02 08:07:00,18,94,87,125,144,118,133,95,32,65,69,76,138,24,72,18,40,94
2022-08-02 08:08:00,30,97,106,114,118,125,146,107,23,45,31,53,71,22,71,75,41,57
2022-08-02 08:09:00,27,85,100,162,126,124,155,82,24,142,20,147,120,50,25,34,58,70
2022-08-02 08:10:00,15,100,99,154,128,129,176,93,47,70,30,95,99,32,27,43,30,67
2022-08-02 08:11:00,25,99,82,102,98,118,145,82,43,72,39,72,25,32,71,40,89,50
2022-08-02 08:12:00,33,97,97,81,115,122,164,64,68,158,36,34,72,23,53,23,76,61
2022-08-02 08:13:00,39,103,106,130,137,12,168,101,30,39,17,47,95,45,50,29,34,105
2022-08-02 08:14:00,45,97,126,147,126,13,148,84,35,129,40,122,45,43,44,56,58,25
2022-08-02 08:15:00,52,106,117,137,128,15,177,84,62,115,31,88,107,73,121,30,25,28
2022-08-02 08:16:00,39,95,109,97,139,19,157,92,56,40,20,36,54,49,111,36,34,66
2022-08-02 08:17:00,53,96,92,89,132,14,169,94,30,60,83,21,109,69,40,28,55,74
2022-08-02 08:18:00,54,96,118,63,105,15,176,53,27,64,152,50,68,84,23,104,67,34
2022-08-02 08:19:00,35,91,97,38,92,30,168,77,41,89,40,63,38,21,60,76,52,29
2022-08-02 08:20:00,33,74,107,96,17,93,152,93,34,104,28,26,72,34,19,28,34,18
2022-08-02 08:21:00,44,97,92,52,7,89,130,102,29,40,10,41,175,70,36,31,24,23
2022-08-02 08:22:00,32,83,92,38,7,87,180,90,43,57,27,57,68,28,98,40,22,44
2022-08-02 08:23:00,43,82,102,35,7,99,163,84,28,133,56,51,166,34,53,55,43,29
2022-08-02 08:24:00,39,86,94,22,4,90,142,78,26,38,27,73,32,29,82,94,25,36
2022-08-02 08:25:00,39,87,89,31,7,117,136,88,21,91,40,76,42,38,45,26,21,54
2022-08-02 08:26:00,37,94,88,66,19,80,158,79,40,40,93,114,50,38,49,36,27,40
2022-08-02 08:27:00,31,89,82,63,70,25,156,88,24,42,91,18,103,47,35,74,25,116
2022-08-02 08:28:00,43,78,93,67,74,15,165,105,29,88,68,45,63,51,37,17,41,91
2022-08-02 08:29:00,36,87,100,86,51,5,155,97,22,28,29,48,34,89,41,57,43,177
2022-08-02 08:30:00,46,84,92,153,29,4,131,102,27,39,41,51,77,48,54,45,63,91
2022-08-02 08:31:00,30,83,92,119,30,12,162,94,43,81,40,49,75,54,70,36,50,45
2022-08-02 08:32:00,31,78,94,149,8,17,168,86,67,76,27,69,61,38,54,55,63,70
2022-08-02 08:33:00,35,90,58,145,20,4,157,88,29,89,79,35,44,91,91,47,26,108
2022-08-02 08:34:00,32,93,93,98,6,13,164,92,33,26,43,94,36,70,45,23,17,69
2022-08-02 08:35:00,31,85,80,148,5,13,145,84,20,51,37,47,82,50,46,48,33,60
2022-08-02 08:36:00,34,86,87,119,15,13,153,84,27,124,22,84,68,106,157,23,25,28
2022-08-02 08:37:00,35,84,102,172,5,4,142,96,40,73,46,177,71,35,73,42,35,40
2022-08-02 08:38:00,36,93,96,138,17,13,180,80,90,130,98,74,45,44,86,27,58,30
2022-08-02 08:39:00,42,91,90,119,8,5,165,88,25,124,40,56,25,87,66,50,33,108
2022-08-02 08:40:00,33,78,74,144,7,15,174,100,27,47,51,164,131,75,57,61,63,144
2022-08-02 08:41:00,47,50,83,122,17,17,163,92,16,57,46,43,30,85,208,65,71,45
2022-08-02 08:42:00,64,89,98,139,26,14,142,73,21,66,75,41,27,29,89,50,25,55
2022-08-02 08:43:00,71,77,133,136,20,16,174,67,37,103,74,63,43,22,57,48,30,25
2022-08-02 08:44:00,76,104,119,106,71,16,151,79,60,86,55,88,44,23,52,30,21,79
2022-08-02 08:45:00,68,94,152,116,56,16,182,69,42,81,42,59,26,32,43,33,43,48
2022-08-02 08:46:00,44,94,141,193,103,15,162,71,24,85,17,19,36,12,29,42,13,27
2022-08-02 08:47:00,35,79,114,128,74,17,163,67,65,99,18,50,56,22,50,49,48,33
2022-08-02 08:48:00,39,87,145,108,86,9,139,89,86,147,26,39,105,25,62,85,56,67
2022-08-02 08:49:00,30,101,128,118,101,14,170,78,35,33,31,38,155,43,46,74,56,40
2022-08-02 08:50:00,39,95,173,91,124,18,161,60,74,35,71,59,57,36,51,20,124,45
2022-08-02 08:51:00,37,86,146,91,130,17,152,58,53,84,113,106,50,23,34,26,87,25
2022-08-02 08:52:00,33,85,155,130,136,10,150,48,21,138,37,32,44,24,97,30,64,23
2022-08-02 08:53:00,36,71,141,103,65,18,170,55,62,80,36,62,146,60,75,81,30,25
2022-08-02 08:54:00,36,74,100,131,81,4,185,30,25,78,32,43,91,99,56,29,35,70
2022-08-02 08:55:00,11,85,145,96,74,5,189,40,44,66,94,88,56,95,98,79,19,26
2022-08-02 08:56:00,8,123,128,115,121,21,192,55,58,64,38,122,65,51,45,91,31,30
2022-08-02 08:57:00,7,120,133,104,88,24,184,55,52,135,48,34,29,56,37,33,38,43
2022-08-02 08:58:00,7,106,137,106,118,15,189,58,76,53,70,55,35,40,37,62,34,56
2022-08-02 08:59:00,7,97,145,152,129,15,160,45,17,46,108,44,32,58,34,27,65,46
2022-08-02 09:00:00,8,116,139,109,104,165,127,48,31,39,69,28,93,112,27,58,29,56
2022-08-02 09:01:00,4,113,95,116,147,153,185,52,95,47,83,19,62,54,21,33,57,112
2022-08-02 09:02:00,23,127,100,99,133,157,187,51,36,70,66,42,43,91,38,31,65,37
2022-08-02 09:03:00,8,111,90,141,174,138,194,48,44,29,43,92,98,71,102,24,23,27
2022-08-02 09:04:00,7,106,100,105,157,145,211,55,49,33,55,34,82,63,52,40,15,28
2022-08-02 09:05:00,7,102,92,131,150,163,169,45,15,90,68,150,65,37,67,23,39,45
2022-08-02 09:06:00,5,101,76,165,172,136,193,41,20,61,20,87,39,74,73,22,13,29
2022-08-02 09:07:00,13,93,60,107,133,153,192,44,39,146,44,53,55,38,43,30,63,53
2022-08-02 09:08:00,5,79,55,97,175,162,164,52,57,44,16,63,91,35,51,45,82,56
2022-08-02 09:09:00,8,112,31,114,163,142,161,45,68,32,21,23,85,39,63,82,68,159
2022-08-02 09:10:00,10,87,57,84,195,176,185,50,87,96,106,36,24,37,19,43,31,133
2022-08-02 09:11:00,9,95,52,151,142,161,178,39,34,59,28,48,39,65,57,69,29,54
2022-08-02 09:12:00,18,81,48,116,179,151,193,53,43,61,37,57,57,58,49,74,48,26
2022-08-02 09:13:00,15,101,31,103,151,139,206,43,33,84,42,53,163,49,73,56,46,37
2022-08-02 09:14:00,23,97,111,125,169,144,146,54,76,41,54,70,70,74,68,67,64,36
2022-08-02 09:15:00,17,80,137,101,137,173,168,38,39,43,59,135,78,70,85,40,72,116
2022-08-02 09:16:00,20,94,143,98,181,157,159,39,79,41,23,48,96,15,82,29,49,196
2022-08-02 09:17:00,18,87,102,133,189,140,193,49,100,38,57,20,100,52,172,24,73,55
2022-08-02 09:18:00,22,65,80,99,207,175,185,75,97,59,30,30,69,14,24,45,23,22
2022-08-02 09:19:00,15,61,96,130,140,162,174,37,26,110,23,31,45,22,22,20,30,23
2022-08-02 09:20:00,12,104,95,185,175,175,192,53,54,52,51,97,64,60,34,51,66,44
2022-08-02 09:21:00,7,83,97,156,172,155,199,70,56,69,129,105,47,30,79,50,21,38
2022-08-02 09:22:00,5,93,48,148,170,140,179,59,60,54,36,31,41,18,43,64,26,81
2022-08-02 09:23:00,5,94,53,112,182,178,196,68,39,43,37,65,39,71,22,70,72,72
2022-08-02 09:24:00,7,76,53,94,153,183,201,90,36,168,80,60,42,45,33,29,19,42
2022-08-02 09:25:00,29,62,74,109,153,166,138,51,27,36,52,38,59,27,104,27,44,69
2022-08-02 09:26:00,15,74,94,95,140,96,19,20,24,78,62,126,145,99,40,44,28,86
2022-08-02 09:27:00,20,70,90,75,140,87,22,14,28,56,34,109,149,66,47,74,18,102
2022-08-02 09:28:00,30,72,146,116,86,138,23,13,71,27,78,27,54,57,82,42,20,184
2022-08-02 09:29:00,25,70,125,118,134,118,9,10,69,39,145,41,69,94,183,30,22,94
2022-08-02 09:30:00,20,72,106,108,154,59,5,13,44,50,141,19,49,32,50,29,42,47
2022-08-02 09:31:00,26,73,132,123,130,110,11,19,28,93,53,81,69,34,31,20,77,36
2022-08-02 09:32:00,19,78,104,162,117,118,12,20,33,111,51,73,46,119,30,12,41,28
2022-08-02 09:33:00,30,69,122,108,100,122,16,21,22,94,56,16,66,44,52,24,31,24
2022-08-02 09:34:00,19,70,123,101,117,106,7,32,60,86,28,28,86,49,34,19,75,45
2022-08-02 09:35:00,21,58,124,92,107,110,15,36,35,36,34,86,63,34,38,30,70,104
2022-08-02 09:36:00,17,68,90,99,102,131,10,31,78,95,75,60,104,77,98,37,37,41
2022-08-02 09:37:00,15,60,116,113,115,131,7,31,28,37,60,36,90,67,51,78,65,60
2022-08-02 09:38:00,8,67,112,69,108,112,4,32,25,83,74,65,121,75,30,27,33,147
2022-08-02 09:39:00,29,59,99,109,113,107,11,28,38,130,68,91,64,58,86,15,22,30
2022-08-02 09:40:00,26,74,78,86,122,124,4,34,40,56,48,40,59,88,51,24,17,21
2022-08-02 09:41:00,21,57,129,68,127,111,4,30,32,73,46,35,63,57,69,44,23,21
2022-08-02 09:42:00,24,74,16,26,68,113,5,28,28,45,28,91,52,19,62,53,24,30
2022-08-02 09:43:00,17,61,72,43,88,51,4,29,39,110,59,36,130,56,41,47,30,98
2022-08-02 09:44:00,29,49,72,41,24,87,5,44,19,65,52,25,78,57,76,26,50,91
2022-08-02 09:45:00,24,53,67,37,15,50,9,43,56,73,53,95,51,77,46,38,26,54
2022-08-02 09:46:00,11,59,68,37,7,62,8,50,44,118,64,82,32,39,25,23,56,43
2022-08-02 09:47:00,22,69,72,41,5,96,16,40,26,53,39,106,29,25,79,34,73,72
2022-08-02 09:48:00,22,68,71,39,12,105,21,23,26,153,63,43,93,33,39,12,57,35
2022-08-02 09:49:00,27,70,71,41,17,103,19,16,76,73,70,29,54,40,67,29,27,119
2022-08-02 09:50:00,27,83,73,43,5,112,14,38,42,44,28,26,16,30,89,75,15,56
2022-08-02 09:51:00,23,60,71,41,6,103,12,42,47,28,54,56,35,52,31,25,29,108
2022-08-02 09:52:00,37,61,71,40,18,108,12,25,38,85,30,72,68,40,26,40,79,35
2022-08-02 09:53:00,25,71,69,39,13,84,17,22,42,73,32,123,52,72,27,38,28,38
2022-08-02 09:54:00,26,77,71,41,5,47,55,26,59,49,76,40,16,17,32,31,55,88
2022-08-02 09:55:00,33,63,67,36,6,19,37,19,41,108,80,43,32,76,76,38,44,40
2022-08-02 09:56:00,30,82,72,41,5,23,61,25,77,45,92,48,94,78,36,29,22,47
2022-08-02 09:57:00,32,74,73,43,11,36,99,34,39,43,29,61,168,132,176,32,33,47
2022-08-02 09:58:00,35,73,72,43,5,29,106,22,80,59,32,55,161,90,35,13,98,115
2022-08-02 09:59:00,26,87,113,23,8,27,80,26,26,62,42,98,74,61,41,61,48,50
2022-08-02 10:00:00,32,83,106,35,8,35,68,12,61,109,70,44,101,111,90,82,19,155
2022-08-02 10:01:00,26,71,122,38,8,33,94,12,25,45,40,24,47,36,21,32,18,60
2022-08-02 10:02:00,31,62,109,20,7,27,55,22,26,36,58,50,38,63,51,53,39,113
2022-08-02 10:03:00,21,73,77,49,7,25,100,14,68,51,121,56,101,47,58,83,110,52
2022-08-02 10:04:00,41,73,46,20,5,24,99,13,17,110,40,73,100,52,99,100,73,36
2022-08-02 10:05:00,28,50,36,24,8,21,88,23,38,50,24,59,46,44,30,54,45,72
2022-08-02 10:06:00,29,34,36,24,5,18,84,17,25,78,103,77,104,21,55,24,36,71
2022-08-02 10:07:00,18,10,40,21,5,21,53,18,37,115,51,111,57,26,44,17,108,101
2022-08-02 10:08:00,14,5,47,29,4,11,32,25,62,62,45,62,94,58,30,72,51,130
2022-08-02 10:09:00,20,9,39,37,7,13,36,18,30,31,77,88,83,104,69,21,71,49
2022-08-02 10:10:00,14,11,49,31,10,11,19,17,31,46,28,97,145,107,34,32,45,39
2022-08-02 10:11:00,19,7,52,31,4,9,29,10,47,70,24,104,196,75,17,32,19,105
2022-08-02 10:12:00,12,8,26,29,7,6,29,20,19,55,55,72,69,55,74,79,28,40
2022-08-02 10:13:00,13,5,32,29,7,6,27,18,28,83,66,81,65,54,42,45,46,58
2022-08-02 10:14:00,11,6,31,29,4,9,22,19,26,70,25,84,131,74,74,27,39,85
2022-08-02 10:15:00,18,8,34,28,7,5,17,13,93,128,35,49,95,78,89,26,96,52
2022-08-02 10:16:00,17,10,39,14,7,5,28,16,22,61,144,49,35,49,56,33,103,56
2022-08-02 10:17:00,14,6,25,22,6,5,25,9,16,45,49,59,34,58,129,20,31,41
2022-08-02 10:18:00,15,4,50,19,5,7,39,16,31,29,73,34,123,34,55,43,19,28
2022-08-02 10:19:00,16,6,37,28,5,8,32,16,36,43,57,65,67,59,46,78,37,78
2022-08-02 10:20:00,11,5,41,29,8,13,18,12,58,34,72,39,23,46,58,37,39,184
2022-08-02 10:21:00,18,6,47,32,6,12,29,12,35,169,18,42,46,182,62,95,48,50
2022-08-02 10:22:00,17,7,48,31,7,6,28,11,108,82,81,25,21,134,53,40,61,141
2022-08-02 10:23:00,19,8,31,23,4,10,33,13,42,76,47,32,91,55,54,54,31,63
2022-08-02 10:24:00,18,5,34,21,6,10,32,13,17,59,36,60,44,58,59,32,54,136
2022-08-02 10:25:00,14,5,28,29,6,6,27,12,24,79,16,99,121,58,66,19,57,47
2022-08-02 10:26:00,10,7,40,25,8,5,23,16,63,41,25,66,73,57,106,26,50,95
2022-08-02 10:27:00,18,9,36,19,4,8,20,13,64,82,66,109,78,78,47,49,34,75
2022-08-02 10:28:00,10,5,33,25,6,7,34,13,49,117,155,90,32,78,39,33,90,128
2022-08-02 10:29:00,20,5,31,11,17,16,24,16,100,41,35,85,43,39,63,21,10,52
2022-08-02 10:30:00,22,5,64,32,134,19,40,65,51,20,47,69,46,48,149,30,19,30
2022-08-02 10:31:00,33,7,54,28,123,47,29,37,30,34,22,88,63,33,43,79,11,22
2022-08-02 10:32:00,27,5,60,18,134,91,32,33,17,111,42,70,32,27,49,28,38,48
