,road_1,road_2,road_3,road_4,road_5,road_6,road_7,road_8,road_9,road_10,road_11,road_12,road_13,road_14,road_15,road_16,road_17,road_18
2022-08-02 10:33:00,45,5,67,22,145,65,54,60,32,29,50,153,51,55,90,63,45,159
2022-08-02 10:34:00,27,12,55,36,117,97,28,40,48,56,115,47,90,69,46,77,15,60
2022-08-02 10:35:00,31,24,62,22,144,101,36,65,29,148,47,31,46,32,40,37,16,47
2022-08-02 10:36:00,30,5,48,16,135,65,38,42,46,43,98,89,24,19,43,23,29,49
2022-08-02 10:37:00,37,7,50,19,110,91,26,16,26,20,39,42,32,13,29,25,43,61
2022-08-02 10:38:00,35,11,74,25,143,72,32,13,26,22,58,44,63,30,72,49,36,37
2022-08-02 10:39:00,24,7,55,24,126,70,46,28,41,35,114,43,59,87,86,39,31,15
2022-08-02 10:40:00,24,32,61,21,138,91,24,28,28,101,47,35,88,29,43,54,45,29
2022-08-02 10:41:00,37,79,109,25,137,76,30,33,20,20,11,101,53,92,65,49,17,37
2022-08-02 10:42:00,29,63,136,18,131,66,52,43,31,33,14,44,43,37,42,91,26,185
2022-08-02 10:43:00,29,83,101,19,126,101,39,31,67,71,23,30,94,15,41,31,26,69
2022-08-02 10:44:00,35,59,108,25,127,66,23,31,57,47,27,36,59,73,32,79,19,143
2022-08-02 10:45:00,36,47,99,51,119,54,30,25,30,56,31,50,40,44,45,47,60,110
2022-08-02 10:46:00,51,33,100,23,135,40,40,35,48,173,66,164,84,73,24,46,57,40
2022-08-02 10:47:00,29,33,117,26,116,47,21,20,29,47,33,67,27,29,32,34,32,34
2022-08-02 10:48:00,38,34,106,25,82,31,26,29,56,49,20,72,48,69,30,75,44,58
2022-08-02 10:49:00,16,17,71,38,123,36,21,16,31,21,114,79,51,42,51,60,30,59
2022-08-02 10:50:00,38,44,120,22,118,26,33,28,42,84,147,117,177,67,88,44,37,150
2022-08-02 10:51:00,42,54,88,34,120,54,23,19,31,31,22,72,89,35,43,50,25,39
2022-08-02 10:52:00,27,15,96,29,108,53,23,36,28,79,30,64,76,25,49,34,53,43
2022-08-02 10:53:00,29,23,95,23,93,50,21,33,55,59,139,76,135,51,94,29,34,42
2022-08-02 10:54:00,31,12,89,20,78,50,44,24,39,107,62,189,63,80,74,36,45,39
2022-08-02 10:55:00,20,9,90,34,141,54,20,23,35,73,107,74,63,42,175,51,33,49
2022-08-02 10:56:00,47,32,112,15,139,57,26,16,75,68,51,108,40,81,59,24,84,58
2022-08-02 10:57:00,30,21,81,17,89,50,22,22,36,90,97,27,91,119,45,18,21,156
2022-08-02 10:58:00,11,14,82,43,96,50,25,21,18,35,80,98,117,45,58,14,52,143
2022-08-02 10:59:00,21,23,118,28,108,54,32,27,79,27,46,175,60,76,76,65,40,40
2022-08-02 11:00:00,28,21,88,43,108,54,23,25,24,41,52,65,19,23,68,27,27,55
2022-08-02 11:01:00,23,14,89,17,95,50,28,25,31,64,36,35,20,39,37,39,28,31
2022-08-02 11:02:00,25,16,97,20,99,50,26,20,31,36,74,43,33,49,108,35,48,111
2022-08-02 11:03:00,23,26,73,28,124,32,21,26,32,52,36,24,61,24,41,74,36,48
2022-08-02 11:04:00,28,45,94,28,92,54,23,29,57,88,63,52,28,29,113,52,70,31
2022-08-02 11:05:00,31,11,82,16,97,50,22,21,40,63,55,75,44,55,63,53,56,72
2022-08-02 11:06:00,20,11,67,14,76,46,25,21,50,93,32,85,37,71,33,38,32,31
2022-08-02 11:07:00,17,9,80,17,101,50,21,27,15,123,56,110,96,24,133,18,61,61
2022-08-02 11:08:00,22,11,92,26,96,50,17,25,18,37,68,51,81,34,98,36,59,77
2022-08-02 11:09:00,15,15,83,21,102,50,26,26,13,53,75,53,121,31,82,49,52,80
2022-08-02 11:10:00,23,22,88,16,100,53,29,30,35,99,45,29,51,33,45,22,54,45
2022-08-02 11:11:00,33,15,87,20,85,50,32,25,13,118,38,45,87,69,25,30,68,18
2022-08-02 11:12:00,18,19,110,20,115,36,25,33,32,116,104,112,26,123,40,20,36,109
2022-08-02 11:13:00,18,22,102,30,98,50,34,25,31,107,86,69,27,54,31,53,56,126
2022-08-02 11:14:00,26,12,68,20,102,69,25,18,37,37,99,95,40,28,29,23,22,69
2022-08-02 11:15:00,24,21,98,17,93,35,23,27,33,104,48,40,31,19,24,32,93,39
2022-08-02 11:16:00,29,8,66,20,83,46,31,23,35,36,17,51,24,75,77,97,54,46
2022-08-02 11:17:00,18,21,75,21,101,46,23,28,37,92,39,73,28,121,27,21,99,105
2022-08-02 11:18:00,24,15,101,20,101,85,21,26,71,37,88,75,93,68,37,18,32,44
2022-08-02 11:19:00,24,10,84,18,96,43,18,18,27,90,93,53,63,161,73,32,19,37
2022-08-02 11:20:00,21,24,94,21,75,42,35,37,16,62,116,62,78,46,49,19,32,73
2022-08-02 11:21:00,18,16,62,23,96,51,27,30,49,132,53,62,34,35,72,21,26,127
2022-08-02 11:22:00,20,25,88,23,86,56,26,29,64,69,42,54,61,39,39,29,40,37
2022-08-02 11:23:00,20,13,78,28,115,35,18,26,32,85,42,122,87,13,17,35,36,46
2022-08-02 11:24:00,32,13,92,21,79,36,21,16,15,55,92,75,47,16,30,33,35,85
2022-08-02 11:25:00,12,16,88,19,81,61,26,15,30,108,46,55,44,32,85,14,43,48
2022-08-02 11:26:00,19,15,98,26,77,43,21,17,59,82,32,113,193,85,96,29,28,43
2022-08-02 11:27:00,28,16,77,7,87,40,17,23,53,38,37,48,181,164,29,57,42,29
2022-08-02 11:28:00,22,8,83,11,82,38,22,19,54,60,29,74,68,53,33,49,51,42
2022-08-02 11:29:00,22,10,68,10,90,36,23,20,55,30,36,95,40,70,39,25,36,107
2022-08-02 11:30:00,21,10,80,14,75,54,20,31,29,41,43,46,66,44,115,34,48,143
2022-08-02 11:31:00,17,16,59,22,88,46,12,22,34,95,106,123,28,37,38,33,31,57
2022-08-02 11:32:00,23,13,97,18,94,43,15,27,27,63,92,89,86,59,93,59,52,42
2022-08-02 11:33:00,22,12,67,11,75,45,21,24,39,75,104,104,50,34,40,34,36,118
2022-08-02 11:34:00,28,11,76,15,77,41,17,21,38,40,77,73,69,61,38,31,19,75
2022-08-02 11:35:00,16,16,68,15,59,33,24,39,65,33,53,33,103,31,74,46,17,66
2022-08-02 11:36:00,20,13,50,25,70,57,17,16,52,34,50,75,50,28,84,25,29,64
2022-08-02 11:37:00,23,13,107,16,93,39,27,19,49,36,35,137,37,43,142,23,62,68
2022-08-02 11:38:00,18,11,63,18,73,44,28,19,28,61,12,62,83,66,39,25,38,129
2022-08-02 11:39:00,28,14,85,15,81,38,19,17,71,101,42,50,103,30,105,35,80,52
2022-08-02 11:40:00,23,20,66,22,81,37,15,14,35,44,62,50,72,21,89,29,31,27
2022-08-02 11:41:00,20,13,71,21,63,40,17,24,95,29,65,48,73,38,31,83,57,30
2022-08-02 11:42:00,22,12,64,18,74,38,17,12,24,31,57,43,94,113,61,41,29,83
2022-08-02 11:43:00,18,10,58,15,62,21,13,15,27,69,29,107,101,28,19,25,61,33
2022-08-02 11:44:00,16,11,76,12,54,9,16,19,47,20,42,61,41,57,18,23,85,31
2022-08-02 11:45:00,15,9,71,21,68,9,12,24,112,77,54,77,69,138,22,25,22,12
2022-08-02 11:46:00,15,7,48,10,56,36,28,20,47,123,24,78,158,80,21,45,28,12
2022-08-02 11:47:00,13,13,58,21,55,33,18,15,39,36,25,37,75,129,63,45,33,30
2022-08-02 11:48:00,15,9,61,28,56,36,20,17,113,23,46,88,20,42,85,17,77,36
2022-08-02 11:49:00,21,13,55,15,63,33,16,16,38,41,65,37,45,27,51,22,39,69
2022-08-02 11:50:00,14,11,59,16,62,38,20,15,35,58,44,48,60,51,56,26,102,58
2022-08-02 11:51:00,15,11,52,14,51,29,12,15,56,45,88,43,33,57,85,60,48,55
2022-08-02 11:52:00,17,10,56,33,55,18,14,21,39,58,51,22,38,47,77,30,61,30
2022-08-02 11:53:00,9,14,47,32,42,32,15,16,69,27,14,36,42,103,106,75,34,84
2022-08-02 11:54:00,14,12,56,32,55,22,15,14,12,31,19,67,54,60,186,100,28,34
2022-08-02 11:55:00,20,11,56,33,46,30,18,18,23,54,18,39,30,17,61,31,47,19
2022-08-02 11:56:00,9,10,49,31,48,15,8,16,36,32,18,45,31,26,110,69,100,41
2022-08-02 11:57:00,11,8,40,16,50,32,21,23,14,12,53,148,83,39,38,37,67,66
2022-08-02 11:58:00,14,7,48,13,59,26,15,22,43,19,38,88,48,43,33,28,28,109
2022-08-02 11:59:00,10,14,46,6,32,26,15,18,44,44,61,53,62,109,51,10,42,82
2022-08-02 12:00:00,23,35,39,11,49,27,12,20,18,29,52,82,83,53,28,32,69,29
2022-08-02 12:01:00,21,35,38,12,35,18,15,22,28,14,44,72,48,26,29,43,78,39
2022-08-02 12:02:00,21,34,38,9,32,27,11,15,32,16,19,34,141,32,123,28,54,93
2022-08-02 12:03:00,23,35,40,14,55,22,12,16,18,38,17,26,103,106,198,34,28,48
2022-08-02 12:04:00,21,34,38,10,31,25,14,21,19,129,52,21,59,83,85,38,50,101
2022-08-02 12:05:00,23,35,39,9,47,25,16,16,38,59,56,27,119,23,58,37,42,124
2022-08-02 12:06:00,21,34,38,11,35,21,15,14,90,15,51,44,83,16,54,63,19,52
2022-08-02 12:07:00,21,35,39,10,25,27,17,22,30,40,39,44,40,44,37,58,39,30
2022-08-02 12:08:00,23,35,40,14,45,26,18,19,49,95,23,69,54,59,58,81,53,64
2022-08-02 12:09:00,21,34,38,7,45,19,13,24,44,55,61,115,55,16,47,30,31,76
2022-08-02 12:10:00,21,33,37,13,33,31,18,15,61,65,63,106,67,33,36,18,31,81
2022-08-02 12:11:00,20,32,37,12,24,31,19,11,66,34,34,29,62,32,10,20,30,41
2022-08-02 12:12:00,21,34,38,9,37,31,16,19,33,112,89,54,92,83,20,102,69,51
2022-08-02 12:13:00,22,35,39,13,35,34,18,22,60,87,101,163,130,21,33,54,22,91
2022-08-02 12:14:00,21,34,38,12,38,31,7,16,40,84,113,60,66,33,84,42,44,118
2022-08-02 12:15:00,21,34,38,9,38,31,11,16,51,146,37,49,92,105,35,67,114,91
2022-08-02 12:16:00,21,34,37,5,36,31,17,21,73,88,39,82,79,64,53,30,17,59
2022-08-02 12:17:00,22,35,39,14,44,34,9,15,93,46,88,72,17,29,117,83,53,150
2022-08-02 12:18:00,21,35,38,9,35,33,15,21,37,60,58,99,51,45,103,54,63,42
2022-08-02 12:19:00,21,33,37,11,30,31,15,15,21,73,45,44,22,58,76,59,25,37
2022-08-02 12:20:00,21,33,37,10,37,15,14,14,42,42,25,67,71,75,93,33,14,44
2022-08-02 12:21:00,20,31,37,10,32,12,12,13,50,100,37,35,106,96,60,34,15,52
2022-08-02 12:22:00,20,32,37,9,28,22,10,14,32,64,58,82,114,82,54,25,17,43
2022-08-02 12:23:00,19,31,36,10,27,7,13,22,36,75,156,42,67,51,50,53,27,50
2022-08-02 12:24:00,19,31,35,10,33,8,14,11,22,188,60,29,64,43,36,17,44,41
2022-08-02 12:25:00,19,31,36,6,30,30,16,14,88,66,26,46,43,62,54,27,74,60
2022-08-02 12:26:00,17,31,35,8,28,14,8,10,39,14,26,34,43,51,148,40,28,49
2022-08-02 12:27:00,19,31,35,10,27,9,14,15,20,44,62,27,20,22,96,32,16,79
2022-08-02 12:28:00,19,31,35,12,23,5,17,16,26,59,65,15,10,30,44,16,71,77
2022-08-02 12:29:00,19,31,35,13,29,7,13,16,40,89,67,33,18,38,63,39,83,52
2022-08-02 12:30:00,18,31,35,9,29,4,13,8,32,39,87,145,25,66,65,28,37,40
2022-08-02 12:31:00,18,31,35,6,25,4,16,13,88,13,40,51,57,31,45,19,29,140
2022-08-02 12:32:00,18,31,35,5,28,4,15,13,91,24,91,44,123,44,71,26,54,58
2022-08-02 12:33:00,17,31,35,7,27,5,7,14,30,26,44,48,49,32,51,24,26,56
2022-08-02 12:34:00,19,31,35,12,27,4,16,9,40,56,56,133,96,55,90,55,51,23
2022-08-02 12:35:00,19,31,35,10,29,6,17,16,36,45,22,53,68,30,127,38,95,40
2022-08-02 12:36:00,21,32,37,10,33,5,17,25,33,38,19,38,75,67,73,29,33,80
2022-08-02 12:37:00,20,32,37,12,30,6,16,22,18,49,28,86,59,43,59,45,51,40
2022-08-02 12:38:00,19,31,36,12,39,8,12,16,32,29,69,58,86,68,68,73,24,62
2022-08-02 12:39:00,19,31,36,9,28,6,11,23,21,55,48,72,41,31,55,26,79,54
2022-08-02 12:40:00,19,31,35,9,36,5,13,16,23,100,59,44,136,15,125,23,76,55
2022-08-02 12:41:00,19,31,36,9,31,5,18,14,24,30,28,62,29,55,52,86,44,138
2022-08-02 12:42:00,19,31,35,8,28,5,15,13,48,33,45,57,60,111,118,35,42,132
2022-08-02 12:43:00,17,30,34,10,24,5,10,10,36,45,13,100,76,116,58,26,54,31
2022-08-02 12:44:00,17,31,35,7,26,4,11,11,15,94,22,54,53,26,52,22,34,70
2022-08-02 12:45:00,17,31,35,14,24,5,15,8,47,45,141,69,40,17,23,51,82,58
2022-08-02 12:46:00,17,31,34,9,21,7,12,14,61,25,56,103,52,27,50,24,31,52
2022-08-02 12:47:00,18,31,35,6,24,6,10,17,16,23,52,25,29,55,58,32,30,40
2022-08-02 12:48:00,19,31,35,8,35,5,11,13,19,175,61,58,21,83,155,61,23,68
2022-08-02 12:49:00,17,31,34,16,19,5,8,16,25,39,77,124,42,65,38,35,72,25
2022-08-02 12:50:00,18,31,35,10,26,5,14,11,44,59,80,58,80,44,137,38,36,21
2022-08-02 12:51:00,18,31,35,11,21,6,11,18,38,55,28,30,87,57,37,26,81,38
2022-08-02 12:52:00,17,31,35,8,23,4,11,12,28,52,34,31,99,33,35,56,52,47
2022-08-02 12:53:00,19,31,35,9,29,5,12,15,66,62,25,104,47,39,27,51,27,92
2022-08-02 12:54:00,17,31,35,5,31,5,13,18,21,102,44,43,86,22,35,31,19,169
2022-08-02 12:55:00,17,31,34,5,24,4,13,12,25,51,142,41,44,34,52,19,26,64
2022-08-02 12:56:00,17,29,33,9,24,4,11,12,17,63,106,119,65,67,30,43,40,62
2022-08-02 12:57:00,17,30,34,9,20,4,11,8,66,61,60,83,23,103,83,44,79,114
2022-08-02 12:58:00,17,31,34,7,23,6,10,13,35,46,64,51,54,48,45,30,67,33
2022-08-02 12:59:00,18,31,35,7,27,6,11,15,63,82,57,68,45,42,107,26,61,18
2022-08-02 13:00:00,17,30,34,9,21,5,9,13,43,137,107,35,64,43,28,55,61,30
2022-08-02 13:01:00,17,30,34,14,17,4,9,13,66,177,95,129,133,71,52,48,38,52
2022-08-02 13:02:00,18,31,35,9,22,4,15,15,17,75,48,67,44,34,100,68,54,42
2022-08-02 13:03:00,17,31,35,13,28,5,15,12,21,62,41,76,43,34,61,34,68,80
2022-08-02 13:04:00,17,30,34,11,20,5,14,11,26,51,15,59,46,43,40,18,30,42
2022-08-02 13:05:00,17,31,34,7,21,5,16,16,77,136,87,103,20,87,17,11,76,103
2022-08-02 13:06:00,17,31,34,11,21,4,10,13,29,58,130,49,21,33,17,32,29,33
2022-08-02 13:07:00,17,29,33,6,17,4,8,13,28,42,74,90,36,40,59,109,45,31
2022-08-02 13:08:00,17,30,33,7,18,4,7,8,13,27,29,55,33,116,132,91,56,77
2022-08-02 13:09:00,17,31,35,11,19,5,8,18,20,60,42,55,123,61,100,40,62,34
2022-08-02 13:10:00,17,31,34,10,27,5,9,12,42,59,82,37,52,69,101,40,30,29
2022-08-02 13:11:00,17,30,33,6,15,4,12,11,25,53,60,81,29,112,203,18,41,33
2022-08-02 13:12:00,17,30,34,9,28,4,7,7,44,67,114,24,121,50,94,63,36,50
2022-08-02 13:13:00,17,31,34,8,24,4,14,12,21,32,64,25,52,89,108,45,48,90
2022-08-02 13:14:00,17,31,35,10,17,4,18,11,29,61,77,21,152,78,88,37,84,57
2022-08-02 13:15:00,17,31,35,9,25,5,10,9,67,88,115,22,53,43,67,36,31,50
2022-08-02 13:16:00,17,29,33,7,18,5,9,9,37,59,27,52,48,22,137,88,50,127
2022-08-02 13:17:00,17,30,33,4,14,5,14,15,16,69,16,96,108,40,48,30,98,93
2022-08-02 13:18:00,17,31,34,6,27,5,8,11,24,33,44,29,127,43,85,76,30,36
2022-08-02 13:19:00,17,31,34,8,23,4,10,16,74,32,27,61,67,30,38,42,25,80
2022-08-02 13:20:00,17,31,34,8,23,5,9,10,27,34,63,82,50,22,26,19,57,51
2022-08-02 13:21:00,17,30,34,7,18,4,12,17,70,27,42,47,22,22,44,121,51,31
2022-08-02 13:22:00,19,31,35,10,28,4,12,15,38,39,77,147,47,36,35,81,64,63
2022-08-02 13:23:00,18,31,35,18,28,5,10,9,60,121,95,55,65,55,16,61,38,46
2022-08-02 13:24:00,17,31,35,18,20,4,17,13,17,31,26,45,131,112,78,42,39,68
2022-08-02 13:25:00,19,31,35,18,26,4,15,12,15,33,33,99,219,61,47,57,71,78
2022-08-02 13:26:00,17,31,34,18,23,4,14,12,27,64,92,43,40,79,37,18,19,99
2022-08-02 13:27:00,17,31,34,18,16,4,12,14,27,19,22,29,54,71,21,24,17,92
2022-08-02 13:28:00,18,31,35,18,25,5,16,13,89,43,27,31,50,40,43,59,34,83
2022-08-02 13:29:00,17,31,34,18,20,8,11,15,54,61,40,50,107,35,123,31,40,39
2022-08-02 13:30:00,18,31,35,18,22,15,9,8,98,78,116,39,68,31,65,22,50,36
2022-08-02 13:31:00,17,30,34,17,15,19,9,7,35,66,40,46,39,36,161,38,24,68
2022-08-02 13:32:00,17,30,33,17,17,10,10,8,27,73,81,102,69,33,83,33,26,146
2022-08-02 13:33:00,17,31,34,18,20,12,11,8,18,39,60,49,92,104,51,16,49,49
2022-08-02 13:34:00,17,29,33,17,14,13,10,5,27,66,49,124,59,42,70,32,35,29
2022-08-02 13:35:00,17,31,35,18,22,15,7,7,47,62,58,49,32,22,146,45,53,50
2022-08-02 13:36:00,17,29,33,17,15,8,8,8,27,72,36,40,63,40,79,35,33,76
2022-08-02 13:37:00,19,31,35,19,9,18,13,12,52,39,90,78,43,31,41,63,49,37
2022-08-02 13:38:00,18,31,35,18,24,15,11,8,23,36,32,61,38,42,65,30,57,28
2022-08-02 13:39:00,17,30,34,6,22,12,9,6,22,18,54,36,47,68,53,19,67,45
2022-08-02 13:40:00,17,31,34,8,14,16,11,17,26,27,84,49,71,20,44,27,25,78
2022-08-02 13:41:00,19,31,35,10,23,22,15,9,79,43,81,24,45,68,67,75,61,71
2022-08-02 13:42:00,19,31,36,13,25,24,19,7,61,50,35,18,42,42,38,55,16,98
2022-08-02 13:43:00,19,31,35,10,21,17,12,8,25,49,43,61,50,30,35,50,34,54
2022-08-02 13:44:00,17,31,34,12,19,13,10,8,51,87,51,78,59,31,73,96,57,28
2022-08-02 13:45:00,17,30,34,7,14,14,7,6,45,39,27,100,128,50,75,63,91,128
2022-08-02 13:46:00,17,30,34,9,12,12,9,7,31,26,19,45,73,126,59,72,35,86
2022-08-02 13:47:00,17,30,34,6,17,14,16,9,19,13,12,35,69,48,33,18,27,44
2022-08-02 13:48:00,17,31,35,10,15,21,9,8,60,92,29,83,57,27,21,51,43,60
2022-08-02 13:49:00,17,31,35,7,22,18,9,11,27,52,61,59,23,60,44,54,10,80
2022-08-02 13:50:00,17,30,34,8,15,15,9,7,22,17,38,30,66,54,67,40,15,83
2022-08-02 13:51:00,17,28,33,5,15,14,10,6,31,28,25,42,25,88,127,77,45,22
2022-08-02 13:52:00,17,30,33,9,21,13,6,7,13,90,56,31,26,53,42,34,23,21
2022-08-02 13:53:00,17,30,34,7,17,20,7,6,43,189,104,21,36,56,34,39,26,37
2022-08-02 13:54:00,17,29,33,6,15,8,10,9,107,68,46,37,46,33,26,33,24,52
2022-08-02 13:55:00,17,31,35,11,21,18,12,7,59,121,30,8,112,36,56,15,21,179
2022-08-02 13:56:00,17,31,35,6,21,13,11,11,34,57,20,34,35,50,62,34,55,61
2022-08-02 13:57:00,17,31,34,7,21,13,11,8,46,116,41,23,53,52,43,76,51,80
2022-08-02 13:58:00,17,31,35,9,20,13,7,12,55,23,25,19,125,22,30,30,48,43
2022-08-02 13:59:00,17,30,34,5,19,17,11,9,48,20,44,22,91,30,32,26,46,17
2022-08-02 14:00:00,17,29,33,9,20,11,11,6,35,51,42,92,99,37,70,23,61,44
2022-08-02 14:01:00,17,31,34,8,23,12,9,9,106,142,81,62,84,93,32,58,20,19
2022-08-02 14:02:00,18,31,35,9,21,13,14,8,30,161,45,66,118,37,22,69,31,33
2022-08-02 14:03:00,19,31,35,13,26,17,12,10,31,85,21,23,47,21,25,28,55,97
2022-08-02 14:04:00,18,31,35,8,25,13,9,6,58,73,33,84,51,64,44,47,99,57
2022-08-02 14:05:00,17,30,34,9,15,17,6,15,14,38,46,62,45,43,96,37,21,20
2022-08-02 14:06:00,18,31,35,7,21,15,12,9,22,39,169,71,117,56,46,20,29,81
2022-08-02 14:07:00,18,31,35,6,21,13,8,10,48,43,149,89,89,27,56,23,83,79
2022-08-02 14:08:00,17,30,34,5,16,20,8,5,74,27,117,25,53,19,84,35,38,116
2022-08-02 14:09:00,17,31,34,6,22,14,12,8,79,14,39,27,66,46,56,55,26,37
2022-08-02 14:10:00,17,29,33,8,19,14,9,6,28,28,55,72,72,64,77,60,36,15
2022-08-02 14:11:00,18,31,35,7,15,17,14,13,19,58,77,120,65,151,122,21,16,42
2022-08-02 14:12:00,18,31,35,6,28,14,11,10,75,89,81,57,134,62,115,19,45,46
2022-08-02 14:13:00,19,31,35,5,29,12,13,7,44,114,32,37,61,82,59,75,46,38
2022-08-02 14:14:00,18,31,35,8,22,15,8,12,27,84,29,51,38,34,42,27,76,36
2022-08-02 14:15:00,17,31,34,9,21,15,11,10,51,61,39,24,75,33,59,41,58,76
2022-08-02 14:16:00,18,31,35,8,24,21,7,7,44,86,87,26,31,47,26,34,44,93
2022-08-02 14:17:00,17,30,33,5,13,16,11,8,28,124,51,32,63,41,42,47,69,49
2022-08-02 14:18:00,19,31,35,5,25,18,13,7,58,107,31,61,41,21,14,53,91,36
2022-08-02 14:19:00,17,31,35,9,22,13,9,9,26,69,72,48,70,13,12,82,43,67
2022-08-02 14:20:00,17,31,34,10,20,16,10,10,30,31,35,42,96,27,21,37,24,23
2022-08-02 14:21:00,17,30,33,7,19,18,10,10,60,23,28,55,51,66,64,30,53,44
2022-08-02 14:22:00,17,30,34,10,20,16,11,9,83,43,27,33,34,71,59,29,42,72
2022-08-02 14:23:00,18,31,35,8,19,23,18,11,25,62,33,48,48,41,67,32,68,97
2022-08-02 14:24:00,17,30,34,8,23,15,9,9,24,45,56,104,121,74,40,23,70,51
2022-08-02 14:25:00,17,30,34,5,18,11,11,8,32,22,34,72,60,83,95,43,44,78
2022-08-02 14:26:00,18,31,35,9,19,15,10,13,22,65,68,80,38,33,76,38,56,53
2022-08-02 14:27:00,19,31,35,8,23,17,11,12,74,87,85,78,67,26,39,30,47,33
2022-08-02 14:28:00,18,31,35,10,25,13,14,9,91,113,100,121,50,66,41,34,19,105
2022-08-02 14:29:00,18,31,35,6,23,12,11,6,58,63,116,52,117,58,58,22,14,36
2022-08-02 14:30:00,17,31,35,9,22,17,10,16,22,60,30,62,46,86,46,24,30,84
2022-08-02 14:31:00,18,31,35,6,24,20,10,13,25,172,38,46,39,102,117,87,60,75
2022-08-02 14:32:00,17,29,33,10,19,14,12,7,146,72,31,32,30,15,58,71,30,14
2022-08-02 14:33:00,18,31,35,7,24,18,10,15,15,59,31,31,75,19,109,48,32,9
2022-08-02 14:34:00,19,31,35,11,27,17,13,14,34,35,47,43,84,45,65,96,14,20
2022-08-02 14:35:00,19,31,35,12,20,17,17,11,20,49,42,132,29,61,50,71,16,110
2022-08-02 14:36:00,19,31,35,8,24,21,16,10,51,39,34,88,46,43,59,68,32,70
2022-08-02 14:37:00,19,31,35,8,27,14,11,9,41,18,20,40,36,57,31,28,49,64
2022-08-02 14:38:00,19,31,35,8,25,13,8,11,20,18,36,58,31,44,20,44,34,105
2022-08-02 14:39:00,17,31,35,6,19,21,14,10,103,71,32,48,121,62,31,69,57,48
2022-08-02 14:40:00,19,31,35,11,31,16,10,12,27,35,15,56,60,39,29,30,87,39
2022-08-02 14:41:00,19,31,36,11,18,21,18,8,53,102,75,31,90,51,95,41,27,80
2022-08-02 14:42:00,21,33,37,13,34,16,15,10,30,37,51,63,71,47,60,23,54,35
2022-08-02 14:43:00,20,32,37,7,26,20,18,16,30,103,22,64,73,80,57,54,20,21
2022-08-02 14:44:00,19,31,36,13,19,16,21,11,16,143,26,27,35,66,121,95,58,48
2022-08-02 14:45:00,21,34,38,14,33,22,17,11,45,24,32,33,83,67,65,76,58,127
2022-08-02 14:46:00,19,31,35,11,25,15,9,12,44,39,41,45,142,52,157,44,30,37
2022-08-02 14:47:00,19,31,18,7,19,15,14,8,32,12,73,58,75,100,44,95,52,80
2022-08-02 14:48:00,21,34,20,7,28,30,16,10,69,90,49,134,51,52,31,54,34,120
2022-08-02 14:49:00,20,32,17,10,22,18,15,13,81,167,51,34,28,72,58,41,40,48
2022-08-02 14:50:00,20,31,17,10,16,18,24,18,51,80,70,20,21,36,58,28,72,57
2022-08-02 14:51:00,21,34,22,11,32,21,18,18,27,48,50,46,44,22,109,35,36,62
2022-08-02 14:52:00,21,35,16,8,31,23,15,16,18,129,22,88,82,40,47,19,21,171
2022-08-02 14:53:00,21,34,17,11,32,20,14,18,33,105,44,69,34,114,68,30,39,56
2022-08-02 14:54:00,10,10,23,5,27,14,18,20,34,99,113,148,42,57,45,43,18,60
2022-08-02 14:55:00,19,6,24,7,25,19,21,18,21,104,49,64,77,84,57,121,49,127
2022-08-02 14:56:00,14,5,22,9,34,24,12,17,13,29,106,51,58,87,149,48,69,142
2022-08-02 14:57:00,12,8,21,7,32,21,17,25,26,107,70,68,21,86,77,21,52,55
2022-08-02 14:58:00,13,6,16,10,30,22,24,16,34,108,30,114,62,61,56,33,52,98
2022-08-02 14:59:00,17,5,17,10,35,23,22,23,46,65,40,42,113,35,76,62,35,79
2022-08-02 15:00:00,20,15,33,12,37,22,14,15,68,50,144,42,36,66,65,21,58,95
2022-08-02 15:01:00,14,7,18,10,25,19,17,17,37,113,70,58,30,28,77,36,64,42
2022-08-02 15:02:00,20,7,20,6,22,17,21,19,26,50,43,61,31,73,70,12,40,29
2022-08-02 15:03:00,17,6,23,11,37,23,17,22,35,29,36,73,68,103,36,47,50,62
2022-08-02 15:04:00,25,9,24,8,25,14,13,20,84,48,61,102,72,68,139,29,49,25
2022-08-02 15:05:00,15,4,17,5,30,19,19,18,26,104,34,39,67,131,111,23,34,73
2022-08-02 15:06:00,21,7,19,7,31,20,23,27,19,31,52,36,63,51,131,57,23,115
2022-08-02 15:07:00,17,5,20,13,44,25,24,29,95,30,29,67,62,88,69,35,31,54
2022-08-02 15:08:00,18,6,23,7,39,23,20,18,52,22,53,42,98,55,55,54,36,102
2022-08-02 15:09:00,19,9,20,12,34,23,17,23,31,48,50,43,80,42,49,24,23,53
2022-08-02 15:10:00,18,8,23,7,32,22,26,33,22,89,30,85,79,111,84,79,56,111
2022-08-02 15:11:00,20,8,30,13,34,26,27,29,92,29,27,28,59,40,22,52,41,51
2022-08-02 15:12:00,20,10,25,18,46,23,22,19,55,15,20,70,86,41,25,82,36,16
2022-08-02 15:13:00,25,9,27,16,29,19,25,25,32,27,25,55,76,53,61,24,38,50
2022-08-02 15:14:00,14,7,27,11,37,29,21,35,77,80,29,93,30,25,112,51,56,40
2022-08-02 15:15:00,17,6,28,12,28,21,24,27,14,58,35,83,120,130,130,58,71,114
2022-08-02 15:16:00,22,10,23,10,34,22,22,32,27,215,49,59,73,80,164,86,64,53
